Gender Rank,Occupation,Gender,Individuals,Average Taxable Income $,,,,
366,Podiatrist,Female,"1,539","59,165",,,,
353,Podiatrist,Male,962,"76,167",,,,
160,Policy adviser or analyst,Female,"4,566","76,689",,,,
200,Policy adviser or analyst,Male,"2,751","94,064",,,,
60,Policy and planning manager; Public policy manager; Public servant – executive level 1 or 2; Public servant – first assitant secretary or secretary; Public servant – senior agency executive; Public se,Female,"17,522","103,079",,,,
86,Policy and planning manager; Public policy manager; Public servant – executive level 1 or 2; Public servant – first assitant secretary or secretary; Public servant – senior agency executive; Public se,Male,"17,915","123,921",,,,
359,Post office manager,Female,933,"59,446",,,,
450,Post office manager,Male,"1,255","68,432",,,,
676,Postal delivery officer,Female,"2,794","41,931",,,,
678,Postal delivery officer,Male,"9,664","52,463",,,,
608,Postal sorting officer,Female,"2,631","45,223",,,,
660,Postal sorting officer,Male,"2,636","53,555",,,,
981,Potter or ceramic artist,Female,80,"28,390",,,,
880,Potter or ceramic artist,Male,58,"40,971",,,,
865,Poultry farm hand,Female,963,"33,309",,,,
935,Poultry farm hand,Male,"1,745","36,842",,,,
543,Poultry farmer or farm overseer,Female,214,"48,834",,,,
613,Poultry farmer or farm overseer,Male,837,"56,168",,,,
717,Poultry process worker,Female,"2,052","40,296",,,,
861,Poultry process worker,Male,"2,876","42,156",,,,
94,Power generation plant operator,Female,67,"89,702",,,,
74,Power generation plant operator,Male,"3,008","131,704",,,,
350,Pressure welder,Female,4,"59,676",,,,
177,Pressure welder,Male,288,"97,740",,,,
738,Pricing clerk; Stock clerk; Stores clerk,Female,"4,164","39,045",,,,
804,Pricing clerk; Stock clerk; Stores clerk,Male,"5,284","45,741",,,,
161,Primary health organisation manager,Female,955,"76,673",,,,
176,Primary health organisation manager,Male,360,"97,761",,,,
809,Printer’s assistant; Printer’s hand,Female,908,"35,468",,,,
716,Printer’s assistant; Printer’s hand,Male,"2,042","49,970",,,,
632,Printing machinist,Female,504,"44,026",,,,
490,Printing machinist,Male,"4,818","65,750",,,,
843,Printing table worker,Female,214,"34,210",,,,
802,Printing table worker,Male,176,"45,875",,,,
518,Private detective; Private investigator,Female,189,"50,056",,,,
512,Private detective; Private investigator,Male,530,"64,541",,,,
562,Product examiner,Female,399,"47,867",,,,
518,Product examiner,Male,493,"64,063",,,,
696,Product tester,Female,194,"40,956",,,,
585,Product tester,Male,350,"59,206",,,,
524,"Production assistant – film, television, radio or stage",Female,"1,329","49,765",,,,
691,"Production assistant – film, television, radio or stage",Male,"1,074","51,601",,,,
164,Production or plant engineer,Female,559,"76,397",,,,
186,Production or plant engineer,Male,"5,788","96,343",,,,
513,Production tally or scheduling clerk; Traffic controller – television or radio,Female,"1,228","50,353",,,,
493,Production tally or scheduling clerk; Traffic controller – television or radio,Male,"1,602","65,539",,,,
106,Professor; University lecturer,Female,"18,736","85,424",,,,
127,Professor; University lecturer,Male,"23,280","107,114",,,,
133,Program director – television or radio,Female,161,"80,073",,,,
106,Program director – television or radio,Male,199,"113,072",,,,
971,Program seller; Retail assistant – other; Salesperson – other; Shop assistant – other,Female,"42,664","28,797",,,,
967,Program seller; Retail assistant – other; Salesperson – other; Shop assistant – other,Male,"21,269","34,801",,,,
850,Proofreader,Female,171,"33,905",,,,
700,Proofreader,Male,69,"50,745",,,,
30,Psychiatrist,Female,"1,126","152,437",,,,
39,Psychiatrist,Male,"1,485","234,557",,,,
530,Psychotherapist,Female,423,"49,439",,,,
555,Psychotherapist,Male,116,"61,018",,,,
175,Public relations manager,Female,"2,670","74,509",,,,
143,Public relations manager,Male,"1,028","103,710",,,,
373,Purchasing officer or clerk,Female,"6,210","58,552",,,,
407,Purchasing officer or clerk,Male,"8,653","72,221",,,,
252,Quality assurance manager,Female,"4,878","66,212",,,,
220,Quality assurance manager,Male,"6,374","89,991",,,,
184,Quantity surveyor,Female,645,"73,430",,,,
105,Quantity surveyor,Male,"3,467","113,366",,,,
431,Racing car driver,Female,5,"55,033",,,,
317,Racing car driver,Male,58,"79,447",,,,
36,Radiation oncologist,Female,256,"135,678",,,,
18,Radiation oncologist,Male,239,"336,994",,,,
753,Radiator repairer,Male,200,"48,030",,,,
332,Radio dispatcher,Female,184,"60,804",,,,
491,Radio dispatcher,Male,267,"65,602",,,,
367,Radio journalist,Female,568,"59,138",,,,
423,Radio journalist,Male,431,"71,141",,,,
365,Radiocommunications technician,Female,25,"59,325",,,,
336,Radiocommunications technician,Male,757,"77,409",,,,
218,Radiographer,Female,"7,258","69,454",,,,
202,Radiographer,Male,"3,542","93,711",,,,
243,Railway employee – guard; Railway employee – station assistant,Female,509,"66,700",,,,
297,Railway employee – guard; Railway employee – station assistant,Male,"2,031","81,501",,,,
136,Railway signal operator,Female,44,"79,890",,,,
167,Railway signal operator,Male,661,"99,118",,,,
170,Railway station manager,Female,196,"74,737",,,,
174,Railway station manager,Male,"1,220","97,952",,,,
143,Railway track plant operator,Female,27,"78,978",,,,
205,Railway track plant operator,Male,"1,304","93,632",,,,
308,Railway track worker,Female,124,"61,891",,,,
308,Railway track worker,Male,"5,195","80,378",,,,
250,Real estate agency manager,Female,"2,326","66,271",,,,
111,Real estate agency manager,Male,"2,437","110,559",,,,
305,Real estate agent,Female,"6,997","62,056",,,,
239,Real estate agent,Male,"10,983","88,045",,,,
538,Real estate property manager,Female,"18,088","49,080",,,,
210,Real estate property manager,Male,"6,708","92,500",,,,
840,Receptionist – general,Female,"62,128","34,360",,,,
1051,Receptionist – general,Male,"1,784","28,089",,,,
533,Records administrator,Female,"5,299","49,413",,,,
596,Records administrator,Male,"1,461","57,673",,,,
804,Recreation officer,Female,"1,173","35,776",,,,
784,Recreation officer,Male,657,"46,650",,,,
344,Recruitment consultant,Female,"8,823","60,041",,,,
322,Recruitment consultant,Male,"4,880","78,897",,,,
830,Recycling worker,Female,142,"34,581",,,,
911,Recycling worker,Male,976,"38,441",,,,
1088,Referee; Umpire – sports,Female,203,"19,389",,,,
982,Referee; Umpire – sports,Male,608,"33,904",,,,
668,Refuge worker,Female,204,"42,545",,,,
814,Refuge worker,Male,51,"45,251",,,,
120,Regional education manager,Female,"1,075","82,337",,,,
141,Regional education manager,Male,711,"103,899",,,,
637,Registered nurse – aged care,Female,"38,374","43,670",,,,
740,Registered nurse – aged care,Male,"4,363","48,673",,,,
411,Registered nurse – child and family health,Female,"4,791","56,275",,,,
434,Registered nurse – child and family health,Male,194,"70,417",,,,
444,Registered nurse – community health,Female,"11,317","53,850",,,,
494,Registered nurse – community health,Male,"1,175","65,434",,,,
293,Registered nurse – critical care and emergency,Female,"15,052","63,150",,,,
369,Registered nurse – critical care and emergency,Male,"2,659","74,730",,,,
421,Registered nurse – developmental disability,Female,522,"55,822",,,,
528,Registered nurse – developmental disability,Male,179,"63,420",,,,
466,Registered nurse – disability and rehabilitation,Female,"2,856","52,739",,,,
575,Registered nurse – disability and rehabilitation,Male,558,"59,809",,,,
383,Registered nurse – medical,Female,"40,905","58,025",,,,
439,Registered nurse – medical,Male,"4,113","69,594",,,,
517,Registered nurse – medical practice,Female,"4,147","50,074",,,,
602,Registered nurse – medical practice,Male,118,"57,353",,,,
274,Registered nurse – mental health; Registered nurse – psychiatric,Female,"7,083","64,567",,,,
379,Registered nurse – mental health; Registered nurse – psychiatric,Male,"3,577","74,002",,,,
389,Registered nurse – perioperative,Female,"4,918","57,768",,,,
465,Registered nurse – perioperative,Male,700,"67,222",,,,
376,Registered nurse – surgical,Female,"9,404","58,510",,,,
443,Registered nurse – surgical,Male,913,"69,324",,,,
379,Rehabilitation counsellor,Female,"1,369","58,233",,,,
481,Rehabilitation counsellor,Male,445,"66,040",,,,
440,Remedial teacher; Special education teacher; Special needs teacher,Female,"10,341","54,416",,,,
568,Remedial teacher; Special education teacher; Special needs teacher,Male,"1,817","60,213",,,,
29,Renal medicine specialist,Female,52,"155,133",,,,
24,Renal medicine specialist,Male,96,"298,681",,,,
881,Rental salesperson,Female,"1,506","32,819",,,,
929,Rental salesperson,Male,"1,098","37,356",,,,
181,Research and development manager,Female,"5,936","73,639",,,,
124,Research and development manager,Male,"4,967","107,560",,,,
422,Research nurse,Female,"1,981","55,764",,,,
549,Research nurse,Male,202,"61,815",,,,
190,Resident medical officer,Female,"3,605","72,940",,,,
247,Resident medical officer,Male,"3,496","86,995",,,,
630,Residential care officer,Female,"1,511","44,156",,,,
738,Residential care officer,Male,726,"48,798",,,,
772,Retail assistant – building and plumbing supplies; Sales representative – building and plumbing supplies; Salesperson – building and plumbing supplies; Shop assistant – building and plumbing supplies,Female,"5,707","37,348",,,,
754,Retail assistant – building and plumbing supplies; Sales representative – building and plumbing supplies; Salesperson – building and plumbing supplies; Shop assistant – building and plumbing supplies,Male,"13,056","48,023",,,,
759,Retail assistant – business services; Sales representative – business services; Salesperson – business services; Shop assistant – business services,Female,"8,495","38,254",,,,
641,Retail assistant – business services; Sales representative – business services; Salesperson – business services; Shop assistant – business services,Male,"6,617","54,516",,,,
680,Retail assistant – motor vehicle parts and accessories; Sales representative – motor vehicle parts and accessories; Salesperson – motor vehicle parts and accessories,Female,"2,108","41,740",,,,
680,Retail assistant – motor vehicle parts and accessories; Sales representative – motor vehicle parts and accessories; Salesperson – motor vehicle parts and accessories,Male,"10,059","52,093",,,,
957,Retail assistant – personal and household goods; Sales representative – personal and household goods; Salesperson – personal and household goods,Female,"19,884","29,649",,,,
915,Retail assistant – personal and household goods; Sales representative – personal and household goods; Salesperson – personal and household goods,Male,"8,330","38,071",,,,
698,Retail loss prevention officer,Female,208,"40,931",,,,
796,Retail loss prevention officer,Male,477,"46,035",,,,
622,Retail store manager; Shop manager,Female,"47,465","44,338",,,,
590,Retail store manager; Shop manager,Male,"42,500","58,522",,,,
333,Retirement village manager,Female,357,"60,571",,,,
384,Retirement village manager,Male,223,"73,745",,,,
24,Rheumatologist,Female,50,"169,409",,,,
33,Rheumatologist,Male,85,"256,933",,,,
134,Rigger – construction,Female,136,"80,035",,,,
144,Rigger – construction,Male,"14,404","103,613",,,,
352,Road roller operator,Female,30,"59,604",,,,
511,Road roller operator,Male,438,"64,544",,,,
796,Road traffic controller,Female,"3,173","36,258",,,,
871,Road traffic controller,Male,"8,786","41,305",,,,
751,Roof plumber,Female,16,"38,520",,,,
710,Roof plumber,Male,"4,750","50,323",,,,
587,Roof tiler,Female,10,"46,895",,,,
846,Roof tiler,Male,"3,348","42,902",,,,
770,Roof truss detailer; Structural steel detailer,Female,28,"37,467",,,,
726,Roof truss detailer; Structural steel detailer,Male,481,"49,521",,,,
798,Rubber factory hand or labourer,Female,168,"36,154",,,,
669,Rubber factory hand or labourer,Male,933,"52,963",,,,
724,Sailmaker,Female,22,"39,798",,,,
820,Sailmaker,Male,167,"44,593",,,,
180,Sales and marketing manager; Marketing manager; Sales director or manager,Female,"60,352","73,780",,,,
145,Sales and marketing manager; Marketing manager; Sales director or manager,Male,"96,600","103,242",,,,
432,Sales representative – other technical products,Female,"2,485","54,991",,,,
390,Sales representative – other technical products,Male,"6,737","73,247",,,,
743,Sand-blaster,Female,10,"38,790",,,,
425,Sand-blaster,Male,"1,480","71,101",,,,
714,Saw operator – panel saw; Wood machinist,Female,32,"40,514",,,,
741,Saw operator – panel saw; Wood machinist,Male,"1,811","48,668",,,,
841,Saw repairer; Saw sharpener,Female,4,"34,358",,,,
640,Saw repairer; Saw sharpener,Male,245,"54,615",,,,
737,Sawmill labourer; Timber yard worker,Female,257,"39,053",,,,
857,Sawmill labourer; Timber yard worker,Male,"6,447","42,284",,,,
304,Scaffolder,Female,31,"62,178",,,,
319,Scaffolder,Male,"11,615","79,188",,,,
708,School laboratory technician,Female,"1,702","40,676",,,,
805,School laboratory technician,Male,526,"45,731",,,,
58,School principal,Female,"5,755","104,192",,,,
112,School principal,Male,"5,667","110,479",,,,
874,School services officer; Teacher’s aide,Female,"63,803","33,014",,,,
986,School services officer; Teacher’s aide,Male,"5,995","33,598",,,,
695,Screen printer,Female,307,"41,080",,,,
630,Screen printer,Male,"1,993","55,185",,,,
953,Sculptor,Female,50,"29,887",,,,
866,Sculptor,Male,131,"41,960",,,,
1002,Seafood packer,Female,319,"27,324",,,,
1024,Seafood packer,Male,290,"30,421",,,,
952,Seafood process worker,Female,697,"29,969",,,,
937,Seafood process worker,Male,"1,130","36,557",,,,
33,Securities and finance dealer,Female,169,"145,208",,,,
20,Securities and finance dealer,Male,603,"320,452",,,,
410,Security consultant,Female,496,"56,331",,,,
469,Security consultant,Male,"3,167","66,872",,,,
556,"Security guard – security, alarm or surveillance monitor",Female,393,"48,311",,,,
672,"Security guard – security, alarm or surveillance monitor",Male,"2,263","52,658",,,,
1008,Shearer,Female,176,"26,550",,,,
904,Shearer,Male,"5,624","39,163",,,,
1078,Shearing shed hand; Wool handler,Female,"1,301","21,369",,,,
1071,Shearing shed hand; Wool handler,Male,"1,380","25,912",,,,
735,Sheep farmer or farm overseer,Female,148,"39,073",,,,
759,Sheep farmer or farm overseer,Male,630,"47,851",,,,
156,Ship’s captain or master,Female,59,"77,553",,,,
78,Ship’s captain or master,Male,"2,776","128,670",,,,
526,Shipwright,Male,493,"63,464",,,,
842,Shoemaker or repairer,Female,68,"34,227",,,,
855,Shoemaker or repairer,Male,372,"42,345",,,,
896,Sign erector,Female,20,"32,328",,,,
737,Sign erector,Male,709,"48,802",,,,
716,Signwriter,Female,328,"40,348",,,,
704,Signwriter,Male,"2,895","50,585",,,,
1025,Ski instructor,Female,286,"25,939",,,,
1065,Ski instructor,Male,628,"26,515",,,,
783,Slaughterer,Female,199,"36,800",,,,
748,Slaughterer,Male,"2,354","48,165",,,,
726,Small engine mechanic,Female,17,"39,679",,,,
692,Small engine mechanic,Male,"2,054","51,561",,,,
700,Small offset printer,Female,135,"40,912",,,,
552,Small offset printer,Male,"2,369","61,662",,,,
464,Social security assessor,Female,89,"52,760",,,,
419,Social security assessor,Male,31,"71,499",,,,
478,Social worker,Female,"29,483","52,064",,,,
639,Social worker,Male,"7,024","54,706",,,,
224,Software engineer,Female,"4,691","68,744",,,,
219,Software engineer,Male,"28,921","90,332",,,,
342,Software tester,Female,"1,225","60,187",,,,
424,Software tester,Male,"1,699","71,130",,,,
277,Soil scientist,Female,93,"64,444",,,,
221,Soil scientist,Male,299,"89,916",,,,
147,Sonographer,Female,"1,888","78,400",,,,
120,Sonographer,Male,478,"108,329",,,,
448,Spatial science technician; Surveying or spatial science technician; Surveying technician,Female,240,"53,540",,,,
477,Spatial science technician; Surveying or spatial science technician; Surveying technician,Male,"1,613","66,254",,,,
16,Specialist physician – general medicine,Female,500,"207,225",,,,
22,Specialist physician – general medicine,Male,"1,023","315,114",,,,
15,Specialist physicians – other,Female,530,"207,599",,,,
17,Specialist physicians – other,Male,"1,019","344,860",,,,
459,Speech pathologist; Speech therapist,Female,"6,033","52,932",,,,
582,Speech pathologist; Speech therapist,Male,163,"59,342",,,,
617,Sports administrator,Female,"1,654","44,797",,,,
637,Sports administrator,Male,"2,001","54,730",,,,
515,Sports centre manager,Female,590,"50,119",,,,
576,Sports centre manager,Male,"1,157","59,765",,,,
938,Sports coach – other; Sports instructor – other,Female,"1,706","30,686",,,,
711,Sports coach – other; Sports instructor – other,Male,"4,116","50,222",,,,
578,Sports development officer,Female,420,"47,151",,,,
625,Sports development officer,Male,"1,026","55,608",,,,
839,Sportsperson – other sports official,Female,14,"34,380",,,,
463,Sportsperson – other sports official,Male,63,"67,287",,,,
555,Spray painter – industrial,Female,64,"48,324",,,,
538,Spray painter – industrial,Male,"5,608","62,614",,,,
599,Squash player,Male,4,"57,570",,,,
999,Stable hand; Strapper,Female,"2,286","27,458",,,,
985,Stable hand; Strapper,Male,"1,403","33,728",,,,
321,Staff development officer; Training officer,Female,"10,261","61,184",,,,
293,Staff development officer; Training officer,Male,"9,519","81,869",,,,
569,Stage manager,Female,286,"47,441",,,,
548,Stage manager,Male,316,"61,850",,,,
928,Stagehand; Studio hand; Trades assistant,Female,"8,360","31,161",,,,
859,Stagehand; Studio hand; Trades assistant,Male,"81,828","42,214",,,,
54,State governor,Female,9,"105,855",,,,
44,State governor,Male,13,"212,652",,,,
171,Statistician,Female,901,"74,737",,,,
133,Statistician,Male,"1,042","105,473",,,,
689,Steel erector – structural,Female,7,"41,354",,,,
577,Steel erector – structural,Male,"1,247","59,671",,,,
549,Steel fixer,Female,38,"48,468",,,,
435,Steel fixer,Male,"6,129","70,255",,,,
744,Sterilisation technician,Female,"1,265","38,782",,,,
816,Sterilisation technician,Male,468,"45,093",,,,
214,Stevedore; Waterside worker; Wharf labourer,Female,223,"70,116",,,,
233,Stevedore; Waterside worker; Wharf labourer,Male,"6,416","88,541",,,,
385,Stock and station agent,Female,108,"57,899",,,,
457,Stock and station agent,Male,"1,204","67,675",,,,
42,Stock exchange dealer; Stockbroker,Female,253,"124,433",,,,
38,Stock exchange dealer; Stockbroker,Male,"2,219","238,192",,,,
728,Stone processing machine operator,Female,349,"39,589",,,,
589,Stone processing machine operator,Male,"1,546","58,583",,,,
1012,Stonemason,Female,18,"26,433",,,,
720,Stonemason,Male,"3,071","49,886",,,,
787,Storeperson; Warehouse assistant,Female,"21,854","36,659",,,,
819,Storeperson; Warehouse assistant,Male,"111,740","44,673",,,,
1035,Street vendor,Female,50,"25,124",,,,
1014,Street vendor,Male,57,"31,549",,,,
541,Streetsweeper operator,Female,9,"48,942",,,,
580,Streetsweeper operator,Male,394,"59,396",,,,
187,Structural engineer,Female,525,"73,335",,,,
123,Structural engineer,Male,"4,173","107,575",,,,
599,Student counsellor,Female,"2,042","46,222",,,,
823,Student counsellor,Male,761,"44,479",,,,
691,Sugar cane grower,Female,82,"41,203",,,,
670,Sugar cane grower,Male,456,"52,825",,,,
642,Sugar mill worker,Female,139,"43,526",,,,
565,Sugar mill worker,Male,935,"60,316",,,,
140,Supply and distribution manager,Female,"2,677","79,600",,,,
179,Supply and distribution manager,Male,"10,607","97,433",,,,
545,Surfer,Female,20,"48,653",,,,
749,Surfer,Male,62,"48,148",,,,
13,Surgeon – general,Female,309,"210,796",,,,
16,Surgeon – general,Male,"1,289","357,996",,,,
228,Surveyor,Female,462,"68,526",,,,
185,Surveyor,Male,"8,741","96,477",,,,
786,Surveyor’s assistant,Female,189,"36,685",,,,
813,Surveyor’s assistant,Male,"1,769","45,256",,,,
820,Swimmer,Female,27,"34,938",,,,
213,Swimmer,Male,12,"92,136",,,,
1048,Swimming instructor,Female,"8,347","24,554",,,,
1043,Swimming instructor,Male,"2,602","29,064",,,,
697,Switchboard operator; Telephonist,Female,"2,332","40,945",,,,
695,Switchboard operator; Telephonist,Male,562,"51,154",,,,
866,TAB clerk,Female,"1,102","33,286",,,,
889,TAB clerk,Male,478,"40,327",,,,
207,TAFE registrar; University registrar,Female,407,"70,777",,,,
119,TAFE registrar; University registrar,Male,222,"108,514",,,,
463,Tanker driver,Female,9,"52,771",,,,
284,Tanker driver,Male,"1,020","82,821",,,,
483,Tax agent or consultant,Female,"2,004","52,006",,,,
310,Tax agent or consultant,Male,"1,805","79,982",,,,
146,Tax investigator,Female,221,"78,482",,,,
207,Tax investigator,Male,373,"93,378",,,,
364,Teacher – other school,Female,"40,358","59,349",,,,
500,Teacher – other school,Male,"12,187","65,196",,,,
429,Teacher of the hearing impaired,Female,346,"55,162",,,,
460,Teacher of the hearing impaired,Male,41,"67,510",,,,
375,Teacher of the sight impaired,Female,146,"58,511",,,,
509,Teacher of the sight impaired,Male,26,"64,593",,,,
544,Technical cable jointer,Female,57,"48,698",,,,
333,Technical cable jointer,Male,900,"77,609",,,,
212,"Technical director – film, television, radio or stage",Female,112,"70,591",,,,
349,"Technical director – film, television, radio or stage",Male,578,"76,665",,,,
275,Technical writer,Female,"1,193","64,492",,,,
354,Technical writer,Male,"1,162","76,126",,,,
740,Telecommunications and data cabler,Female,90,"38,982",,,,
614,Telecommunications and data cabler,Male,"2,369","56,082",,,,
152,Telecommunications engineer,Female,378,"78,067",,,,
163,Telecommunications engineer,Male,"3,520","99,246",,,,
329,Telecommunications field engineer,Female,20,"60,854",,,,
279,Telecommunications field engineer,Male,632,"83,239",,,,
813,Telecommunications lines worker,Female,38,"35,311",,,,
361,Telecommunications lines worker,Male,"1,022","75,290",,,,
165,Telecommunications network engineer,Female,179,"76,342",,,,
171,Telecommunications network engineer,Male,"1,746","98,668",,,,
159,Telecommunications network planner,Female,83,"77,215",,,,
212,Telecommunications network planner,Male,447,"92,395",,,,
268,Telecommunications technical officer,Female,457,"64,845",,,,
240,Telecommunications technical officer,Male,"4,422","87,941",,,,
477,Television equipment operator; Vision mixer – television,Female,154,"52,124",,,,
522,Television equipment operator; Vision mixer – television,Male,602,"63,733",,,,
193,Television journalist,Female,846,"72,682",,,,
159,Television journalist,Male,652,"100,147",,,,
944,Tennis coach,Female,246,"30,243",,,,
955,Tennis coach,Male,870,"35,844",,,,
57,Tennis player,Female,4,"105,619",,,,
821,Tennis player,Male,10,"44,522",,,,
805,Textile dyeing and finishing machine operator,Female,249,"35,759",,,,
714,Textile dyeing and finishing machine operator,Male,385,"50,076",,,,
771,"Textile, clothing and footwear mechanic",Female,76,"37,375",,,,
681,"Textile, clothing and footwear mechanic",Male,175,"52,086",,,,
793,Therapist – other complementary health,Female,"1,016","36,508",,,,
851,Therapist – other complementary health,Male,145,"42,509",,,,
41,Thoracic medicine specialist,Female,34,"127,645",,,,
21,Thoracic medicine specialist,Male,102,"315,444",,,,
690,Tourist adviser or officer,Female,"1,439","41,214",,,,
728,Tourist adviser or officer,Male,476,"49,398",,,,
920,Tourist guide,Female,"1,521","31,411",,,,
945,Tourist guide,Male,"1,833","36,127",,,,
598,Tow truck driver,Female,19,"46,230",,,,
683,Tow truck driver,Male,"1,340","51,935",,,,
177,Town planner; Urban and regional planner,Female,"4,204","74,288",,,,
190,Town planner; Urban and regional planner,Male,"5,237","95,725",,,,
95,Train controller,Female,175,"89,479",,,,
110,Train controller,Male,"1,170","110,835",,,,
105,Train examiner,Female,40,"85,882",,,,
216,Train examiner,Male,396,"91,383",,,,
241,Tram driver,Female,143,"66,925",,,,
383,Tram driver,Male,"1,151","73,851",,,,
806,Translator,Female,868,"35,698",,,,
845,Translator,Male,455,"42,907",,,,
178,Transport engineer,Female,252,"74,211",,,,
162,Transport engineer,Male,"1,564","99,337",,,,
368,Travel agency manager,Female,"1,843","59,058",,,,
303,Travel agency manager,Male,972,"80,852",,,,
767,Tree faller,Female,37,"37,683",,,,
791,Tree faller,Male,"2,088","46,442",,,,
1069,Trekking guide,Female,25,"22,799",,,,
999,Trekking guide,Male,39,"32,804",,,,
45,Tribunal member,Female,131,"119,219",,,,
66,Tribunal member,Male,149,"141,419",,,,
1052,Trolley collector,Female,24,"24,300",,,,
1089,Trolley collector,Male,994,"23,981",,,,
832,Truck driver’s offsider,Female,65,"34,571",,,,
980,Truck driver’s offsider,Male,"1,430","33,985",,,,
327,Trust officer,Female,296,"60,897",,,,
263,Trust officer,Male,162,"85,204",,,,
746,Turf grower,Female,25,"38,678",,,,
667,Turf grower,Male,305,"52,973",,,,
586,Turner – porcelain,Male,8,"59,132",,,,
597,Tyre fitter,Female,28,"46,254",,,,
732,Tyre fitter,Male,"7,335","49,126",,,,
1022,University tutor,Female,"7,906","26,049",,,,
1095,University tutor,Male,"7,669","23,161",,,,
12,Urologist,Female,44,"213,094",,,,
8,Urologist,Male,254,"433,792",,,,
265,Valuer,Female,921,"65,054",,,,
149,Valuer,Male,"3,615","101,812",,,,
5,Vascular surgeon,Female,15,"271,529",,,,
9,Vascular surgeon,Male,99,"417,524",,,,
1072,Vegetable farm worker,Female,"1,452","22,122",,,,
1049,Vegetable farm worker,Male,"1,864","28,142",,,,
1082,Vegetable picker,Female,"1,000","20,434",,,,
1100,Vegetable picker,Male,921,"19,979",,,,
986,Vending machine attendant,Female,318,"28,208",,,,
968,Vending machine attendant,Male,258,"34,720",,,,
276,Veterinarian,Female,"4,887","64,450",,,,
187,Veterinarian,Male,"2,894","96,285",,,,
800,Veterinary nurse,Female,"8,963","35,993",,,,
934,Veterinary nurse,Male,255,"36,872",,,,
303,Video production manager,Female,363,"62,202",,,,
416,Video production manager,Male,629,"71,739",,,,
1034,Vineyard worker,Female,"1,146","25,208",,,,
947,Vineyard worker,Male,"3,738","36,045",,,,
445,Vocational education teacher or tutor,Female,"13,989","53,788",,,,
520,Vocational education teacher or tutor,Male,"12,861","63,822",,,,
457,Warehouse manager,Female,"2,294","53,046",,,,
537,Warehouse manager,Male,"20,290","62,707",,,,
253,Waste water plant operator; Water plant operator,Female,127,"66,106",,,,
386,Waste water plant operator; Water plant operator,Male,"3,460","73,686",,,,
313,Water inspector,Female,99,"61,540",,,,
429,Water inspector,Male,"1,233","70,677",,,,
489,Weaver,Female,31,"51,789",,,,
717,Weaver,Male,30,"49,965",,,,
443,Web administrator,Female,"1,051","53,927",,,,
478,Web administrator,Male,"1,333","66,245",,,,
453,Web designer,Female,"1,487","53,284",,,,
517,Web designer,Male,"3,355","64,079",,,,
498,Web journalist,Female,553,"51,259",,,,
497,Web journalist,Male,531,"65,322",,,,
362,Web programmer,Female,967,"59,363",,,,
432,Web programmer,Male,"5,305","70,555",,,,
775,Weighbridge operator,Female,562,"37,277",,,,
648,Weighbridge operator,Male,337,"54,131",,,,
963,Weight loss consultant,Female,419,"29,229",,,,
591,Weight loss consultant,Male,18,"58,483",,,,
510,Welder,Female,258,"50,467",,,,
513,Welder,Male,"26,399","64,536",,,,
396,Welfare centre manager,Female,"1,101","57,529",,,,
524,Welfare centre manager,Male,464,"63,584",,,,
568,Welfare officer,Female,"4,312","47,479",,,,
659,Welfare officer,Male,"1,222","53,590",,,,
1050,Whitewater rafting guide,Female,3,"24,403",,,,
1057,Whitewater rafting guide,Male,18,"27,555",,,,
88,Wholesaling company director; Wholesaler,Female,984,"91,823",,,,
89,Wholesaling company director; Wholesaler,Male,"2,577","122,006",,,,
1001,Window cleaner,Female,88,"27,382",,,,
914,Window cleaner,Male,868,"38,155",,,,
660,Window dresser,Female,144,"42,804",,,,
810,Window dresser,Male,160,"45,442",,,,
987,Windscreen fitter,Female,13,"28,026",,,,
793,Windscreen fitter,Male,746,"46,263",,,,
203,Wine maker,Female,346,"71,289",,,,
321,Wine maker,Male,"1,338","78,908",,,,
776,Wood and wood products factory worker,Female,197,"37,265",,,,
876,Wood and wood products factory worker,Male,"2,283","41,131",,,,
750,Wood processing machine operator – other,Female,193,"38,588",,,,
721,Wood processing machine operator – other,Male,"1,664","49,726",,,,
958,Wood turner,Male,50,"35,801",,,,
345,Wool buyer,Female,17,"59,942",,,,
280,Wool buyer,Male,302,"83,117",,,,
941,Wool classer,Female,327,"30,433",,,,
908,Wool classer,Male,692,"38,782",,,,
868,Yarn carding and spinning machine operator,Female,30,"33,234",,,,
664,Yarn carding and spinning machine operator,Male,59,"53,075",,,,
705,Youth worker,Female,"8,214","40,804",,,,
792,Youth worker,Male,"5,985","46,328",,,,
673,Zookeeper,Female,627,"41,988",,,,
757,Zookeeper,Male,370,"47,905",,,,
